d,n,lamb,pp_train_mean,pp_train_std,pp_test_mean,pp_test_std,jorg_train_mean,jorg_train_std,jorg_test_mean,jorg_test_std
30,100,10,1.8242732171523364,2.146893646198061,1.7604807818100554,2.0678981794783167,2.3529829337966275,2.799579106013979,2.270280150879719,2.680357834107889
30,100,25,0.17262120110684712,0.1935074864344047,0.16793641381266153,0.186883841153938,0.218388530196871,0.24771227891241684,0.2121265153635236,0.23733728606380003
30,100,50,0.028605514703456396,0.02988229239686755,0.02913924436667338,0.029589458960025235,0.035068292108586675,0.038251879756715755,0.03538257948187209,0.03771478039534237
30,100,100,0.008041440425470565,0.006011636995192639,0.009390858037700442,0.006529840200614773,0.00908909325930044,0.007515524374189883,0.0103805946377244,0.00797096089981734
30,100,200,0.004740076263946403,0.0020090906324294637,0.006198171862938673,0.0023493848407303095,0.00500792095897867,0.0024550671465171825,0.006465210798872164,0.002820444547551055
30,100,300,0.004322511000569807,0.0012473748673462355,0.005796132157163888,0.0014866796675697446,0.004417803515799083,0.0014338314734765815,0.005897658586825248,0.001694765231908619
30,100,400,0.004177650566482605,0.0008730447377750971,0.005665862192426105,0.0010485033828444286,0.0042183733588313285,0.001030339078670278,0.00569938693978646,0.0012341198859600088
30,100,500,0.00411345877983124,0.0006880542306216142,0.005599263274229416,0.000827181155798272,0.004164695630862008,0.0007929079235367985,0.005656756176520407,0.0009450437356311456
