d,n,lamb,pp_train_mean,pp_train_std,pp_test_mean,pp_test_std,jorg_train_mean,jorg_train_std,jorg_test_mean,jorg_test_std
10,10,0.01,2003509061.5722454,2650293699.400095,1794260094.7844758,2485202208.451205,5325705840.1339855,11118908567.959734,4736644956.496936,10091513004.735699
10,10,0.05,17026599.544515643,22600877.47474932,15196884.995196583,20756057.56817108,46158148.92464901,102181101.16751684,41676614.536663674,95680378.25423554
10,10,0.1,2242025.426385853,2911167.849738872,1962487.3381278268,2678645.521495081,5932923.8800314665,12308303.825124167,5288055.9019021345,11264753.185193272
10,10,0.3,96268.84132092733,127995.4026070741,85889.65541394969,118253.82911010589,243315.78665251122,504484.8663458395,217927.91643495698,462103.2931541241
10,10,0.5,22134.74346857732,29275.293730203997,19804.872866585923,27152.983244281102,60770.69326678505,130206.80781828742,53640.26513663598,115060.9563114172
10,10,0.7,8596.073641052068,11153.875255557115,7714.963210637996,10506.936550175384,22808.000376325697,45137.01216886313,20302.553803409224,41730.9861130341
10,10,0.9,4241.880762697791,5529.160253614227,3782.2467624925507,5111.607899125599,11638.704648316552,25221.783335438548,10346.313364449594,23312.14491761939
10,10,1.0,3241.870736126994,4179.674646212106,2902.7922150590675,3848.7253634113945,8568.870483036219,17424.994281639392,7759.2056575642855,16943.987457591407
10,10,1.1,2464.9872986773134,3222.2491219822177,2191.8150920620697,3112.147157035818,6517.651170577734,13217.446917592215,5984.736382219146,12721.926092323294
10,10,1.3,1597.5442508524511,2099.913624524281,1429.55859560779,1954.171057878932,4092.1929115295893,8608.713010647905,3708.2427088225045,8227.4433581305
10,10,1.5,1071.8609173686302,1397.792751120077,961.0631927459983,1327.191895057332,2840.489514118295,6006.48040046012,2629.838363984498,5876.656151669106
10,50,0.01,95394940.59302463,115043870.68332237,87849748.5888889,107234353.94643967,167100568.16115516,236983414.40652433,154547715.17375746,227604817.0485847
10,50,0.05,830516.2428657948,1020728.6685412566,763951.452041506,957312.3508138842,1436288.0817413975,2039549.723789525,1327498.5922662641,1921612.978182543
10,50,0.1,110676.18044971714,136879.5664957472,101599.2125470156,127973.9532886179,195523.83241417102,294412.2547771414,180660.56495237694,278612.6535529818
10,50,0.3,4636.069181454254,5549.122499307991,4270.551015614261,5215.259251581119,8030.978451946206,12202.881302732932,7379.678466663867,10993.887417759637
10,50,0.5,1097.195196460505,1372.1042833808058,1004.1856997812754,1259.198440420759,1929.7848849740446,2837.5129633184115,1766.2441740090746,2636.6327545888184
10,50,0.7,423.1150310874026,514.070289077017,388.7570488954467,482.2722340919029,764.2600504677044,1162.2757711014626,701.2554269289658,1071.4695251650426
10,50,0.9,211.81023263743558,263.98484035079724,194.4565993516788,245.77341477952837,366.9778296048461,502.58216222049015,337.3620530872833,468.52910872061324
10,50,1.0,157.94028960427312,194.1613943401744,145.09659930336127,180.76510048789066,280.08594287123924,427.77670529886325,259.02237772980624,403.74081721606217
10,50,1.1,123.56885032181141,150.17278961829658,114.07441446397304,140.7379660669958,208.69809173327627,304.98239077370835,192.02191128320632,285.50758641983674
10,50,1.3,76.58476769888068,94.20380805518515,70.54615064491288,87.75701673807508,134.74556064896422,185.4549325867878,123.44202775843681,172.3363645549255
10,50,1.5,53.57271368694345,68.01107797259573,49.06809409086404,62.92001711772639,90.74756269675757,130.1341486742576,83.177984977476,120.58883546091091
10,100,0.01,25128996.171496477,32473002.390110485,27268644.80255704,35928884.06530849,41150708.063117355,55096758.05110051,44845963.76609139,61247743.08736741
10,100,0.05,215907.12365359932,267034.4652950532,235638.04333298883,295452.9576861654,355376.02484574926,485801.1191936511,386031.63420419063,530147.2758697504
10,100,0.1,28438.73026127752,35570.339278242114,31025.689226212984,39348.850840325045,47545.12047966684,63021.332710858864,51782.39893315003,69667.65134558757
10,100,0.3,1205.181491792583,1573.5574589279481,1315.7449101153518,1731.6923437232529,2008.3074660447828,2808.7897865371733,2184.4432893543276,3056.6835579661274
10,100,0.5,277.897952388317,346.4008216209146,303.7834452428175,380.3440596557708,473.7049760151347,660.7439328347635,517.6396192496037,734.0295671363658
10,100,0.7,108.66718741408162,136.12092732524067,118.61744186879261,149.9397086336741,181.20954938744924,240.57462431017626,198.0426939210005,265.8419495662856
10,100,0.9,53.07892576643976,67.62454407780274,57.85242472437435,74.13614317603981,90.99344918307514,121.20771595975239,99.13571997814115,133.28868725991833
10,100,1.0,40.323255775596074,50.079479150137765,43.96076233532807,55.35304167365648,67.65040195951218,93.21975773019581,73.77595569063297,103.1287756450594
10,100,1.1,31.93461460277529,41.68488332077467,34.86053729402835,45.927804716227264,52.40688308012541,69.65328670983092,57.35342996279886,77.42773614308787
10,100,1.3,19.667312301060864,24.86565903141392,21.456057154675776,27.543593018805872,32.713334949674746,45.304531752140356,35.67859105582776,49.502530907760566
