frac_train,lamb,pp_train_mean,pp_train_std,pp_test_mean,pp_test_std,jorg_train_mean,jorg_train_std,jorg_test_mean,jorg_test_std
0.1,0.01,36351.85634605261,36139.57651251806,36330.653626147905,35566.16222363532,60684.369512036654,60544.88374511703,60489.1011009401,59378.46843839633
0.1,0.05,363.5261052673003,341.9710995625296,362.65180863108844,338.75388653689913,613.773055212578,622.8384316901667,613.7783512620308,618.3989093901048
0.1,0.1,52.857922736265195,49.23211191458765,52.776403088436744,48.46174469522032,85.24455973615989,84.81002125019906,85.2529390993309,84.26390836070595
0.1,0.3,2.704544969075286,2.6528620068307,2.7045808373395586,2.6307924634153825,4.483282129131982,4.494236291818457,4.48560724815918,4.473593575655076
0.1,0.5,0.7363312886114167,0.6539171483407956,0.7364696387298094,0.6520609431730698,1.1862528543394926,1.154478692845333,1.1825618905308612,1.1435777824842992
0.1,0.7,0.34535776122096956,0.297316084085645,0.3448887460723664,0.29559321580196707,0.5306206798840998,0.5057614668363292,0.5304611935003373,0.5041962855158207
0.1,0.9,0.20890796374769238,0.16297444807965214,0.20813062249693276,0.16306658789761003,0.3075252062206545,0.27618166194005495,0.30715574083861263,0.27640888734430613
0.1,1.0,0.1772757893763967,0.1384179511882495,0.1769216044804985,0.13914226320973047,0.2489581779122164,0.2170868617646008,0.2487965756073976,0.21750715127018605
0.1,1.1,0.14824334980805626,0.10885847565620829,0.14849632234069216,0.11027992681826426,0.20917621119913807,0.17543006437486328,0.2094633353896709,0.1751452796970015
0.1,1.3,0.11948804071955035,0.07868786357750175,0.11935231476925316,0.07965669153315985,0.1607210546834981,0.126459926124,0.16042455077864587,0.12655389825444907
0.1,1.5,0.10388560250213363,0.061962615027606666,0.10371515070535252,0.0631723801080439,0.13185433121042758,0.09190858490488799,0.1317354164697164,0.09268760940121919
0.2,0.01,9345.239282421286,8790.007686048291,9336.178806607426,8650.484249719964,15176.729778066072,15266.5420710782,15181.397172962234,15092.182030314205
0.2,0.05,91.62716465426809,88.07180437648537,91.59384521355013,87.14025456762737,143.58056714234533,138.75091607720037,144.05365384495818,139.013269293233
0.2,0.1,13.300660073433164,12.333317594091419,13.295799405350175,12.222655966306569,21.3348466846797,21.117778254397972,21.31805110430345,20.92734468770291
0.2,0.3,0.7067932959155679,0.641585383826662,0.706219037846574,0.636998898017613,1.122218284662376,1.0669167500240329,1.1211859936097148,1.05317369757579
0.2,0.5,0.22071496660439172,0.18624112328565437,0.21860416305312141,0.18511788363314383,0.3236816174234076,0.28083324302554546,0.3217418789253683,0.2794782121150177
0.2,0.7,0.12512445859832863,0.08653165226219299,0.12331356674971199,0.08631327445909535,0.16827455434992702,0.13216857363067538,0.16697425973675928,0.13146773054868538
0.2,0.9,0.09361752946021133,0.052946806800782883,0.09212087420964576,0.053348779602840936,0.11737611840501763,0.07692914610111956,0.1160784218897024,0.07730603709200164
0.2,1.0,0.08626743851919572,0.04414509802587739,0.0849682147387171,0.04488723400457848,0.10463934602277591,0.06464489641753182,0.10316435943214312,0.0649800960383708
0.2,1.1,0.08108778753971879,0.03913075373086629,0.07972205977164501,0.039456165763903144,0.09401047277023374,0.05346802928999879,0.09267772217338656,0.05401624922997321
0.2,1.3,0.07602380874310617,0.03132959674268912,0.07475065838548535,0.03186823144531247,0.08436374502752088,0.04178206673610483,0.08293257176538521,0.04191646222445727
0.2,1.5,0.07252370946610716,0.025570559939889884,0.07118309594439055,0.025989452082344315,0.07830611187050225,0.03402784069270111,0.07702721746314914,0.03461196792368
0.30000000000000004,0.01,4056.7840889664753,3771.834753470658,4062.2934513976716,3762.283670361771,6430.945797988153,6137.150973681521,6429.295841200618,6079.888183672692
0.30000000000000004,0.05,40.461630422484205,38.588605454455184,40.48299237668609,38.31551069385257,63.97681547592634,60.55372873343144,64.06830566189124,60.46968902455533
0.30000000000000004,0.1,5.962892975322021,5.676700129289493,5.950907077777829,5.601501463869295,9.447620796528344,9.206500611817575,9.449939933063753,9.167015793614976
0.30000000000000004,0.3,0.33947129258017694,0.29236898548417617,0.3383933508697534,0.29004305187998275,0.5048900743942989,0.4634242516244366,0.504402531188995,0.45833376727689085
0.30000000000000004,0.5,0.12491093625614971,0.08806184948390446,0.12445883228310171,0.08821328706720147,0.16974472115758243,0.1348072398455007,0.1692351786759103,0.13466163722795643
0.30000000000000004,0.7,0.0831674207130812,0.04514430869181987,0.08285457201649271,0.04568696526036746,0.10290559404509829,0.06594326103359936,0.10242200730460184,0.06632464448191595
0.30000000000000004,0.9,0.07168420454641054,0.030910186533514107,0.07135704950863082,0.03134805822711924,0.08190107174047391,0.04290277421739331,0.08171853535929759,0.04352181746872314
0.30000000000000004,1.0,0.06941527171421907,0.026463137857381743,0.06920050424656009,0.026914260720016618,0.07718092871089545,0.03495973227142967,0.07699213773631229,0.035667959650856104
0.30000000000000004,1.1,0.0676875415218158,0.02339720521988538,0.06744670578143003,0.02389085753481917,0.0739932898214957,0.030981195286060435,0.07375560199045723,0.03159697640032983
0.30000000000000004,1.3,0.06585494170357713,0.018853718260894183,0.06574620929882742,0.019316506511491787,0.06987017619481067,0.024727441688222388,0.06973428166582465,0.02516873450355878
0.30000000000000004,1.5,0.06579784294893279,0.0158353712878608,0.06570677045051272,0.0162279271400847,0.0685457098775834,0.02075742960665383,0.0684595412238529,0.02130809637116905
0.4,0.01,2294.021952797834,2093.6748939528716,2292.6675608390624,2083.5869591470373,3673.6806759777164,3524.815468049819,3675.9171035204054,3521.7636039854488
0.4,0.05,22.83964810600883,21.06906206737136,22.82764198251987,20.958722840038238,36.55255431388238,34.24009485531464,36.58139499846905,34.1830091374122
0.4,0.1,3.3139932413975477,3.1338937167509497,3.305602536567408,3.135467378263941,5.212324701784001,4.874376707521329,5.205941292862564,4.858359229559126
0.4,0.3,0.20680196640513704,0.17401328829078322,0.20606940777182622,0.17335663456507533,0.301923708135521,0.263850376893113,0.30068090759173965,0.2641974971728339
0.4,0.5,0.08853170066185462,0.052630327727792796,0.08786974127006995,0.05323775722907306,0.11338818903717078,0.07956190611133768,0.11288986453153771,0.08015596100923779
0.4,0.7,0.06813301947361693,0.030120740979977124,0.06746439089890201,0.030471415435780257,0.07913206110866408,0.04212123763960627,0.07848688747991266,0.04252930203667682
0.4,0.9,0.06337790498691846,0.021489534069479503,0.06286429435026816,0.02192702519704962,0.06862821293678942,0.027591592246434198,0.06803911910886133,0.028132693915201564
0.4,1.0,0.06263911195932378,0.018764765584481535,0.06221267622341161,0.019185621860127233,0.06682893928672866,0.02442603671580638,0.06631546335371526,0.024820093375837023
0.4,1.1,0.06262790761569369,0.016805153651502553,0.062267287184179225,0.01718828983534529,0.0657822514190243,0.02161698697977444,0.06536703609637397,0.022093492796064016
0.4,1.3,0.06255923667051372,0.013945138216213411,0.06221951593733958,0.01425265819987094,0.0645456653899607,0.01767177581312572,0.06413054995631566,0.01805960565658342
0.4,1.5,0.06331902279201329,0.011660569712709139,0.06303813626767403,0.011929647157342156,0.06460341006068261,0.014986747927432239,0.0642513627136584,0.015331816192176561
0.5,0.01,1455.7093962267927,1346.8591685314882,1454.8171079122967,1341.1318690776654,2297.951415688477,2227.3107424279874,2298.74245666057,2201.4421304055904
0.5,0.05,14.6174356385445,13.770760600546748,14.591594145496602,13.628036104741092,23.09568196795329,21.817152988887027,23.108301454938076,21.850591808066795
0.5,0.1,2.134542221512721,2.0009504018183257,2.1389492156523313,2.0040874942963516,3.3671568580430566,3.229472729403767,3.3683212391347888,3.2162131447663214
0.5,0.3,0.14152653883927502,0.10753996136610826,0.1422224544775762,0.10837312026538602,0.2066821684151465,0.17542758601787686,0.208002036627715,0.17745587770663063
0.5,0.5,0.070923074152921,0.03634343320675599,0.07241444911369822,0.03770648718641205,0.08641170848154343,0.051666158135162045,0.08779173652004055,0.05293316635086554
0.5,0.7,0.05938686361809564,0.021858007724461264,0.06119275312219289,0.023054450665002366,0.0653673287921756,0.028107169008760657,0.06703742973513784,0.029354977274936415
0.5,0.9,0.05738131353205216,0.015929970117833304,0.05947897486595424,0.01693735139724962,0.060444055300578156,0.020497221060263766,0.06240478708983696,0.02151748827807353
0.5,1.0,0.05709302208844388,0.013925959347225526,0.059255476452687014,0.014804880843235458,0.05980778375710554,0.017815154480241777,0.061955234832162386,0.018839842518731987
0.5,1.1,0.057757455262691756,0.012764987986812151,0.0600471624545713,0.01359499295630021,0.05936317590120409,0.01596225108946825,0.06158264832927143,0.01697403963499725
0.5,1.3,0.05851966413132053,0.010624356565754868,0.06088869264913617,0.011251634592711173,0.05991470654675725,0.013313524449793097,0.062328236574970955,0.014146434206775992
0.5,1.5,0.05956971716098875,0.009131439638357622,0.06209167774286261,0.009702323685723125,0.06045913613388011,0.01155911724626881,0.06299559739115444,0.012246178181005063
0.6,0.01,1009.9193869035272,947.4985011727325,1009.7392200655216,944.3219299291421,1608.3398673147994,1538.2189791018886,1610.0765177643873,1545.94332496223
0.6,0.05,10.208197714562585,9.777070866586744,10.200739694369348,9.676490759448347,15.99563006752155,15.760484929215323,16.01579228010318,15.6629154591929
0.6,0.1,1.495087635414641,1.4049573039042837,1.4991782980866735,1.4044761661210188,2.3547441538740794,2.2794272759591268,2.357988638324122,2.2749934404340033
0.6,0.3,0.10863345876293061,0.07718274265607179,0.1102350129016045,0.0788154722131296,0.15357555666281927,0.12079377260561693,0.15484554679136536,0.12216022204459444
0.6,0.5,0.06210716698314043,0.028163417216564787,0.06415474853388253,0.02970676152160303,0.07376724818030152,0.04089365206483724,0.07577244784887233,0.042381189391210536
0.6,0.7,0.055429455889344593,0.017371400435111633,0.05790181135444929,0.018574657341654473,0.060150763326389814,0.02306026199715618,0.0625477454609304,0.02441610415701371
0.6,0.9,0.055191757417046766,0.012736109928359534,0.057919174899223755,0.013696317799536336,0.057494677602954014,0.016761531494233196,0.06021181892311313,0.01795182419040398
0.6,1.0,0.055620585339607245,0.011446266518369634,0.0584668589186781,0.012312267309979743,0.05739653073302569,0.014754131810173779,0.06019313338327848,0.015787823367052308
0.6,1.1,0.05634904747375468,0.01038862854422781,0.059244793289590904,0.011150663501500404,0.057647097293915206,0.013196486948588675,0.06052717935233227,0.014185324028248344
0.6,1.3,0.05757448171269291,0.008694579810135,0.060620061739256326,0.009293966356932358,0.058508720768196146,0.010966553193647775,0.061519482451575104,0.011724667030701377
0.6,1.5,0.05867122283351981,0.0073326952661896296,0.06185525961413894,0.007844578691870762,0.05925420060201791,0.009439420829027616,0.06239813917097555,0.010089068521564017
0.7000000000000001,0.01,738.4378288599955,704.5072605363371,739.8275897162098,700.3582730891421,1202.3934007946234,1173.3716200725953,1202.7480820093053,1164.31523933821
0.7000000000000001,0.05,7.6218967290983946,7.240168914696546,7.620369492222663,7.187477349227693,11.905944412279064,11.563233969343527,11.895756311262796,11.48234306604643
0.7000000000000001,0.1,1.113486971387839,1.0383993909528366,1.112840866687213,1.0408939037694194,1.7122089386334196,1.6126514270203618,1.7081710278261493,1.5936599021458366
0.7000000000000001,0.3,0.09318117072416926,0.06049254961169397,0.09204579818697453,0.06085292122441197,0.1258969401381418,0.09207901361175123,0.12466345245768669,0.09237984797641412
0.7000000000000001,0.5,0.06019323706055964,0.023444341570070616,0.059475112684592796,0.02423287620910214,0.0681018789424088,0.032348205707354506,0.06741530956321976,0.033293066209869784
0.7000000000000001,0.7,0.0564628963199734,0.014502039476167182,0.0560103776574937,0.015161441843736358,0.060087616760048264,0.01944770804505886,0.05957313562446112,0.02019345377287404
0.7000000000000001,0.9,0.05738861214069552,0.01122479178466157,0.05706372902356037,0.011695870116146792,0.05946823531908935,0.014737512037746706,0.059106490380056935,0.01536030452199969
0.7000000000000001,1.0,0.05839075476895484,0.01000740339356249,0.058136558775561946,0.010454556080344648,0.059807693228316666,0.012786892626545764,0.05953551289152736,0.01330826801268018
0.7000000000000001,1.1,0.058888760761786146,0.008935199134018232,0.058694812453713,0.00935237598558641,0.06028701323937335,0.011632095036067824,0.06009760992462583,0.012105552384189389
0.7000000000000001,1.3,0.06061664688315285,0.007724363211847747,0.06050725215328371,0.008055805276355943,0.06125261216839799,0.009626834399317578,0.061136638893028034,0.010084419617309333
