d,n,lamb,pp_train_mean,pp_train_std,pp_test_mean,pp_test_std,jorg_train_mean,jorg_train_std,jorg_test_mean,jorg_test_std
30,100,0.05,7377461.334108671,8420298.198688801,7132375.915356732,8134823.724640045,10215162.73691002,12256764.911104072,9908351.668744113,11933522.942683946
30,100,0.1,946234.3457824381,1049416.5002895077,913819.3310389507,1009860.3134425915,1314417.564483929,1574900.1849121477,1271929.2897940096,1528311.6091460895
30,100,0.3,37877.969487148446,42487.191055058625,36545.1974118433,41279.589946066786,53188.56922676871,63855.95699690395,51600.18607055908,62033.762295715766
30,100,0.5,8705.606396315367,9838.916607651647,8421.830889697429,9570.485264752304,11891.028680767125,13995.92459773014,11559.629654423361,13661.658233338761
30,100,0.7,3322.7153161973893,3769.6133936381057,3225.8758458299785,3675.120314747876,4505.223305149498,5266.918433482098,4360.514984180792,5109.5395918595195
30,100,0.9,1604.0769610846753,1837.7296838685165,1551.3340220451555,1771.6562424948681,2206.6720439510254,2638.361297921566,2137.1217127433415,2541.513570347366
30,100,1.0,1147.5099312770114,1306.339841232312,1109.677260560688,1260.6085139667182,1619.357196795201,1894.4033858124828,1570.4046231746756,1846.9940852114246
30,100,1.1,888.7243688685701,998.8152373861551,858.7276606068514,962.0725484876289,1241.815644422865,1480.7676338014012,1206.3963053269679,1446.3486414242586
30,100,1.3,560.2724340799069,629.391675500645,543.0091486688784,613.0240034232056,775.0449920466092,961.0174790241712,748.6381088181365,926.0816639687142
30,100,1.5,378.95553376857646,428.16702062821724,365.3383422225864,411.3197026188424,511.70136191906363,599.2263884087847,497.0969583094637,584.8052517652668
30,200,0.01,217840258.10992235,249476766.08998883,221796300.26600292,258698009.44440505,294077140.5566467,332013826.3202305,298018004.35650975,342398330.62654746
30,200,0.05,1806487.140354411,2001317.7939502317,1831393.4588684104,2062664.7587892425,2413017.745749131,2764908.1768620685,2443234.87959525,2838866.139766609
30,200,0.1,239607.90740640627,274976.77370490256,243092.3458987338,284684.433182634,318161.39867104875,360260.0439158831,322557.89805517567,373147.49861982896
30,200,0.3,9333.951577206612,10728.588434769103,9469.231213625008,11043.633067447692,12715.877400674572,14959.85566093099,12919.311505561122,15474.096184994678
30,200,0.5,2093.5944418555828,2355.8429510772944,2119.0041222707205,2438.269512134353,2937.1870108643097,3431.3023415903076,2976.2696506605803,3520.873307645648
30,200,0.7,822.9820289596149,953.4236827238055,835.1188187139675,984.4649608081297,1098.5075850490894,1269.968378336413,1113.6913937301745,1312.9806817165052
30,200,0.9,391.8725727191694,440.8989677971191,398.4730824742643,457.3026662037588,534.546066924511,612.8581730294114,543.4396414295297,636.2689694359921
30,200,1.0,293.3008587801654,332.9801012504175,297.6985759700769,343.06473840796104,394.04585166374574,453.7174648991236,400.04369710466267,469.691042703626
30,200,1.1,227.56909512509498,262.8310121012583,230.59683071518754,270.99842546359866,302.59126923999384,353.0735203401209,306.7647643865572,364.49839312706825
30,200,1.3,139.84425536565044,159.59684264398678,141.75666148210246,164.8126506019415,190.4661979267687,223.22597797446235,192.77765265560663,230.23369371859678
30,200,1.5,94.83632700103401,109.05129877953371,96.1181721102681,112.03104138975364,128.11831036217066,144.73511037976817,130.17131985379936,149.42224801998512
40,10,0.01,269388829144.84375,319561222745.62585,231669973001.09946,282981185038.11694,446202931145.59155,665306596710.4006,379047878264.4514,562785241131.3677
40,10,0.05,2290095024.934286,2712365906.4846396,1938503556.7046173,2385694183.782645,3763184097.7308655,5707119030.297465,3230704285.6030736,5026011743.394702
40,10,0.1,299156574.85653204,359488834.2715272,253933307.5828325,314771728.47260153,496041335.3058738,757482085.1419961,419679797.949944,663891980.1125586
40,10,0.3,11666881.877412576,13786365.67914445,10019067.99937733,12299747.20392706,19314025.414749894,28493972.8059335,16581000.535243213,25808999.971738465
40,10,0.5,2653818.133685623,3105540.10829862,2271186.680652807,2758643.8022332895,4373982.591933462,6431794.183380118,3771681.323836576,5805251.264852487
40,10,0.7,1030082.88116227,1227728.5652426917,879935.2067297088,1084772.8183715004,1665448.1918361874,2516553.362777715,1411003.0170785235,2167015.491386144
40,10,0.9,488568.6337862282,583816.3856755226,417488.4265946452,518718.1611994383,807383.2683203033,1165382.7097694452,685914.6591348839,1031138.8144573022
40,10,1.0,355592.8330643131,425177.7424286775,303254.36078131554,378833.3557073574,608434.5384954434,941563.5349347756,510130.36518754996,800141.0878498631
40,10,1.1,270584.78891607566,317293.97171422944,233293.6742174718,281595.67861367046,449147.057256656,672268.3989926156,378968.23011451267,580115.6996960551
40,10,1.3,171673.14715260235,205817.68630011607,145545.3674222394,176388.97858278276,277841.2147697332,416333.1161124519,236666.88338320164,373710.25411735405
40,10,1.5,113946.67229523027,135601.78467355896,96571.00360848715,118081.65369028864,184879.86659415843,283026.47432007466,157196.0580855053,239683.78564009955
40,50,0.01,10713658808.260931,11964845658.438677,11665476933.763285,13497775525.069054,15010438534.154802,18390259965.92714,16327476632.143137,20586443341.217976
40,50,0.05,89624248.81788713,100239768.65222275,97408526.89516838,112243125.05095893,127586267.72461392,150315008.33228865,138952263.7914662,167352451.51019824
40,50,0.1,11594789.827741513,13279887.201289441,12709269.103826055,14978200.081744075,16365747.252163565,19573311.404196225,17886328.562645633,22164307.793055367
40,50,0.3,448187.26490389,502452.90078377747,489393.6440016982,567806.5065445144,639795.8583628322,802666.1685452287,698639.20876876,901402.8721753573
40,50,0.5,104440.75916585777,118976.61595127756,113972.20649375317,133736.16856147908,145889.97879659434,179485.60355909428,158649.60909474027,200414.32146485423
40,50,0.7,38249.7088163367,42171.54780469613,41594.774356767244,47477.49279786673,54969.37368564896,67490.79151909432,60001.46201529361,76069.67773792744
40,50,0.9,19023.549661375964,21072.79017296413,20737.93007130846,23480.582998811922,26960.299261263925,32189.222687287798,29406.036122654157,35954.10424673949
40,50,1.0,13818.734408456465,15688.21375835607,15092.964193151736,17711.01764545065,19790.135855984365,24624.922814713133,21545.44795006829,27604.79560504516
40,50,1.1,10347.03551479708,11798.775812575615,11264.268260995657,13199.631628668189,15030.14778122999,18931.09484665689,16386.9021634911,21162.43515028886
40,50,1.3,6458.777763906098,7472.283793760728,7029.823442394374,8373.164828692257,9237.503548217874,11659.904129683498,10063.749463834256,13027.321795394848
40,50,1.5,4374.119231409907,4923.840715940046,4768.840612759791,5534.907322955112,6096.178120641553,7259.126651653971,6640.335135260426,8184.642299233833
40,100,0.01,2671488812.30876,2937145659.92979,2864808947.400485,3193677302.783361,3720241371.1938076,4251746958.241213,3984543791.581844,4641400799.923247
40,100,0.05,22746889.770861715,25465344.889537163,24349182.61578748,27756301.334104616,30765427.59288791,35376161.7145113,33049538.36851928,38826584.273450345
40,100,0.1,2859719.048738844,3239683.2991221794,3063646.5795470686,3538008.5237620766,4010831.3491157377,4547719.395141336,4298240.321924483,4941391.255346794
40,100,0.3,115121.27080217462,128050.16112759738,123052.15180607843,139631.2071862153,155556.66376413233,176358.50677933582,166487.37417222053,192166.92412543966
40,100,0.5,26036.787414052083,28820.367478494063,27837.171817345803,31402.001774325872,35058.04272629925,40194.532822212175,37557.946695206716,43979.39105938336
40,100,0.7,9976.704265883382,11199.539334108322,10746.307278030508,12303.15701525657,13252.209302746716,15647.171631424691,14195.705073070756,16993.463685836716
40,100,0.9,4663.300442455061,5209.68954480394,4981.078168513818,5611.067098356224,6482.377143676192,7314.316592671919,6976.210758575286,7991.264151138961
40,100,1.0,3539.9871468130423,4030.8239429876257,3786.781378241533,4379.6974070969245,4762.822501810328,5471.87322435923,5100.301780552787,5949.142508969738
40,100,1.1,2696.273908556324,2995.3019388721673,2882.212582194681,3270.874192780354,3674.68432921784,4204.487599499242,3942.912038804081,4567.346069436404
40,100,1.3,1675.418027755777,1909.3899434639882,1798.8576658885368,2077.9875153393455,2228.2235284258113,2569.957562494867,2387.0121966951315,2781.259722782455
40,100,1.5,1092.6894396915611,1177.2467833616902,1165.8786638504264,1284.5125294374468,1508.9555597330234,1776.4513099360677,1618.6666021973438,1931.2558271887558
40,200,0.01,708615233.9901943,794476810.7300656,680084112.4306194,762080846.1276195,938696255.9899101,1061465906.5436212,903542259.1904006,1022669260.3748763
40,200,0.05,5826673.056532187,6435239.603464754,5607142.318290041,6180312.458914263,8011527.662709595,9128831.791719468,7684213.935056515,8757651.547451524
40,200,0.1,747380.6070649447,825162.3867236824,719565.3582376422,790267.5286265108,989681.2618760944,1124367.7749722053,953215.8152775744,1085098.5719292148
40,200,0.3,29922.133132737075,34056.0692195014,28704.183145381765,32676.96699060503,40433.02403594581,46957.03563753233,38860.91794673256,45162.8253489722
40,200,0.5,6727.59748232092,7536.5600740004065,6471.557643582206,7247.86182272731,8999.99247787508,10553.20514515547,8652.000598071187,10150.507665160936
40,200,0.7,2521.0842612217007,2868.0214379072904,2417.9875070816593,2742.328728896074,3443.2171589327304,3896.1794051160355,3301.426403910826,3742.3133997403656
40,200,0.9,1229.0083927176215,1370.283491238432,1175.8139287807012,1310.4449637740586,1649.9111883224907,1886.0285388054197,1584.5527832247976,1806.2132775965124
40,200,1.0,916.5567232583767,1041.7805163311582,882.1244742555969,1003.1761153840853,1230.063899849814,1438.5783461219073,1185.12976557375,1389.2694573296858
40,200,1.1,705.7365444405333,797.4652834025065,677.9236642829901,763.1974164747586,948.0376138998702,1097.0046853820827,910.7090013255503,1044.4001839068246
40,200,1.3,434.36954292458023,491.3852182099301,417.4185473077927,469.2535281141542,580.8232945343121,666.4191905679356,558.5738785920067,641.1643428037983
40,200,1.5,292.85881007668814,337.8262527730503,281.00020217903676,321.4609977537392,393.4140154619613,459.45963681821223,378.8781226535996,442.5784158906662
