frac_train,N_train,lamb,pp_train_mean,pp_train_std,pp_test_mean,pp_test_std,jorg_train_mean,jorg_train_std,jorg_test_mean,jorg_test_std
0.1,120,0.01,2965.66720935809,1392.2588869137348,2979.6417169447086,1385.1494706592405,3442.577707013028,1631.3826719984004,3457.3483896587504,1626.384030751653
0.1,120,0.05,275.4420335397184,131.82603904877752,276.94662370496627,131.83490582717565,318.77939580546746,152.54841178914376,319.76817004131124,152.20991770520348
0.1,120,1.0,3.7315060446777344,1.736464075539684,3.7485733102962584,1.731480631131096,4.3433412255855,2.0418045673351464,4.363381371734711,2.0337354479222443
0.1,120,2.0,1.4464945333220436,0.6749074680683464,1.451754056711018,0.6734295405554903,1.6846308045794451,0.7981860166098239,1.6888870041114445,0.7915338336700047
0.1,120,5.0,0.4832547322763781,0.19732085376467673,0.48372904594090294,0.19828417899851172,0.5472192867408143,0.2310619055946654,0.5479287040037688,0.23137332321275697
0.1,120,10.0,0.3021359345927685,0.08566252497146379,0.30180831909016653,0.08780773020753439,0.3209222894840573,0.09925480321609938,0.32073616765284413,0.10157648271705362
0.1,120,15.0,0.27472801921020246,0.053642875439685905,0.2748969794984537,0.05543608312582887,0.28067104207257054,0.06043025465531895,0.2806948603218872,0.06228903740076364
0.1,120,20.0,0.27004464658604127,0.03685255316515992,0.2705278241228657,0.038175948258246564,0.27225545211671687,0.04294382598039183,0.27254849038957135,0.044389225638044406
0.1,120,30.0,0.27041613228247646,0.02221244955191219,0.27109768350273766,0.02295007188997486,0.27038038130897185,0.026229419952288103,0.27096396305031034,0.02714225902668266
0.1,120,40.0,0.27199451267127617,0.016037232537818677,0.27282506241694066,0.016595940614002786,0.27177975253630166,0.018436059634652505,0.2725282890792835,0.019092970609055092
0.1,120,50.0,0.2730207639088443,0.012164934860836705,0.2739369711103856,0.012555994595593924,0.27310957923191836,0.014439593381759397,0.27397881219981757,0.014939748052140543
0.2,240,0.01,1484.2873667917895,692.8781110165028,1487.7026255825583,688.293374396562,1739.1626966671392,825.5142264934908,1744.411427526939,821.5101239193016
0.2,240,0.05,137.21370438715653,63.98412815605523,137.53274863386795,63.75908202918623,159.13290123421115,73.4632061873801,159.68768606595685,73.39766702383133
0.2,240,1.0,1.8798895812905718,0.8629375578356709,1.8844228487028027,0.8630712814959062,2.177060389483249,1.0327250549578735,2.1834302956686558,1.028345238876097
0.2,240,2.0,0.7511776025113626,0.33236296820525985,0.751579716824899,0.33189299363949726,0.8674404707722184,0.40105189273161157,0.8676945402402847,0.39995586208514255
0.2,240,5.0,0.3174024552571922,0.09899698165768184,0.31501695730591084,0.10059340537635814,0.34165969197281615,0.11483879828050857,0.33903532596983993,0.11590182217493783
0.2,240,10.0,0.26681534143909114,0.04553131232546109,0.26436326550626443,0.04672610746289039,0.27154757280896485,0.05313940034779242,0.2690372051432832,0.054390012493920316
0.2,240,15.0,0.2649152067683436,0.028001532813696398,0.2625830694033155,0.028708664823213867,0.26637215462400793,0.03249932110543825,0.26404724438917526,0.033318431848872246
0.2,240,20.0,0.2675058865462158,0.019425777793343472,0.2653090310578514,0.01990020765918615,0.2683632830587567,0.022331619093740384,0.26613414109328853,0.022876226236581164
0.2,240,30.0,0.27147275943855426,0.011511440588957906,0.26940810164585116,0.011808667138956567,0.2714958421778489,0.013383030215861298,0.26943545163331645,0.013686273316513146
0.2,240,40.0,0.274199120503226,0.0081357105384814,0.2722083439482967,0.008341002148170499,0.27408968377269066,0.00937535502450133,0.2720901799168962,0.009601756126997369
0.2,240,50.0,0.2757744642398281,0.006301779591013571,0.27379199866392767,0.006443449156962464,0.2757871298176484,0.007271507905606563,0.2738198793091742,0.00744019153991913
0.30000000000000004,361,0.01,997.6628226508146,464.3814851876454,998.1977766937055,462.03325006868647,1155.2836846310793,549.8658877804527,1153.7917187736705,547.4864989712819
0.30000000000000004,361,0.05,91.84084969462873,42.57631594401508,91.79705484416685,42.470698069981275,106.56706599350977,50.37362042965827,106.58039389815049,50.13516440312429
0.30000000000000004,361,1.0,1.2580113983465169,0.5790617349334163,1.2571627746050307,0.5776423900327743,1.4570341701154201,0.6751650927700901,1.456324231090647,0.6744594232464013
0.30000000000000004,361,2.0,0.5219916077559758,0.21727953976082715,0.5213219579571355,0.21826003422277865,0.5981442933501998,0.25741757656097375,0.5969974840040077,0.257679703830141
0.30000000000000004,361,5.0,0.27191584100074095,0.06610048879864694,0.27104697967647157,0.06750231870092989,0.28481100411143595,0.07674004157297382,0.2839362816149786,0.07817817565811579
0.30000000000000004,361,10.0,0.2566683763562566,0.031382027680894195,0.2565781346145927,0.032098274598257724,0.2590111434990041,0.03582706803069773,0.25890234245054833,0.036715534275472646
0.30000000000000004,361,15.0,0.2609610567786616,0.018830903384262847,0.2612047610798293,0.019274157791223417,0.26132989816590974,0.0220005613226886,0.2615420080461756,0.022527213495737476
0.30000000000000004,361,20.0,0.26416904810156056,0.013099010835630358,0.2645200007855351,0.013358000103407406,0.2645039491952804,0.014886891638421598,0.2648451400157081,0.015223570987501127
0.30000000000000004,361,30.0,0.26910971735700157,0.007842247701926892,0.26954046021029304,0.007994835448234996,0.26911604616359625,0.009121276803182603,0.26952370645935114,0.009311028248995422
0.30000000000000004,361,40.0,0.27164701301004085,0.005438911782795083,0.27211623810779617,0.005540267354415568,0.27168993021723553,0.006389496987612333,0.2721634671492565,0.006513112886003477
0.30000000000000004,361,50.0,0.27332972708843006,0.004202583663642217,0.27382840470276754,0.004267068097813891,0.2732823436534844,0.004877406840538272,0.2737659163142047,0.004968040536499475
