f_c,lamb,unreg_pp_test_mean,unreg_nonpp_test_mean,reg_pp_test_mean,reg_nonpp_test_mean,unreg_jorg_max_test_mean,unreg_jorg_avg_test_mean,type1_nonpriv_loss,reg_jorg_max_test_mean,reg_jorg_avg_test_mean,type2_nonpriv_loss,unreg_pp_test_std,unreg_nonpp_test_std,unreg_jorg_max_test_std,unreg_jorg_avg_test_std,reg_pp_test_std,reg_nonpp_test_std,reg_jorg_max_test_std,reg_jorg_avg_test_std,unreg_pp_baseline_test_mean,unreg_jorg_baseline_test_mean,jorg_baseline_test_mean,unreg_pp_baseline_test_std,unreg_jorg_baseline_test_std,jorg_baseline_test_std,unreg_theta_hat_pp_norm,unreg_theta_hat_nonpp_norm,reg_theta_hat_pp_norm,unreg_theta_hat_jorg_max_norm,unreg_theta_hat_jorg_avg_norm,reg_theta_hat_jorg_max_norm,reg_theta_hat_jorg_avg_norm
0.1,0.01,54538.90467219329,315057775.87529856,55344.638208715034,329987689.1538741,59091.55425888939,81975.09422471921,0.00943378455712119,61106.76602163452,87351.3936098289,0.010822223593111108,59577.68525491549,333664437.9658589,62540.11351321506,83372.32665688463,59818.831520552216,339938495.7646827,62090.48609804384,91048.42210158358,0.009433784557121187,0.009433784557121187,319568567.4562128,3.469446951953614e-18,3.469446951953614e-18,333452570.61390233,357.91620401969914,27410.90254033798,27651.490880322955,377.95191207005547,446.11521112024525,376.86890248242776,447.551033707279
0.1,0.05,461.2274085108121,2742304.5295461784,521.6927186636019,3077777.1221996476,513.6755457398058,719.8302829835791,0.00943378455712119,585.5407724853673,817.8854312237512,0.015080895797001607,504.68421546483376,2933177.2822454455,554.379114159546,775.3909894590151,513.5712981311221,2988306.581828279,575.0247975887861,820.4678814276971,0.009433784557121187,0.009433784557121187,2668540.514112885,3.469446951953614e-18,3.469446951953614e-18,2778022.7075220365,33.247044409880985,2554.8971397742434,2555.8892648155816,34.92320521354793,41.355865678728584,35.14190007549455,41.64032169465682
0.1,0.1,59.924746852820725,355203.97982832225,76.1926594037788,452110.6594066906,66.76890749309095,95.01465675441744,0.00943378455712119,84.52014331146525,120.46568916514575,0.01903183733248371,62.224357585192955,381702.31187081174,70.66936562834948,100.54933729277221,70.25597214123346,405448.9448523977,75.24804849073315,111.21000191679289,0.009433784557121187,0.009433784557121187,349828.5739719845,3.469446951953614e-18,3.469446951953614e-18,373741.545779492,12.009818215956106,923.2571189955145,924.4494309911736,12.67362472937234,15.03904192079429,12.676233915325048,15.083533425194029
0.1,0.5,0.6107489731620215,3438.911401756025,1.3999434624408047,7865.236657106702,0.6808659622576966,0.9475970798695016,0.00943378455712119,1.527039959425655,2.1681673936075496,0.03455571504768608,0.6266847634748839,3591.820110970977,0.6915529556680277,1.001680244833921,0.9757315984611448,5515.675261972042,1.0405375950640094,1.4973069764703737,0.009433784557121187,0.009433784557121187,3456.287049139399,3.469446951953614e-18,3.469446951953614e-18,3681.383483753515,1.1925720488027214,90.97550150278933,90.80965657626173,1.2633242174486061,1.4927532323828876,1.2564158864381862,1.4995065631436868
0.1,0.6,0.3833098917198232,2061.174874056555,0.9359591208887974,5311.062589809329,0.4193214455439186,0.5745315473649387,0.00943378455712119,1.0332889255215658,1.4244707589631092,0.0367276866714776,0.3790762344625614,2170.9111520012084,0.4100576400387484,0.5561822087890065,0.6127601148487783,3633.112292771866,0.6862523953572012,0.9400786688181154,0.009433784557121187,0.009433784557121187,2110.5670090052054,3.469446951953614e-18,3.469446951953614e-18,2261.7642153689394,0.9310871865231731,70.78827631843163,70.44099232113965,0.9730110251004936,1.1581964062983112,0.9745446761344949,1.1475093111921086
0.1,0.7,0.2615039653054614,1349.5731907918055,0.6889852820594923,3814.994259858451,0.2823157886977096,0.38395702608072496,0.00943378455712119,0.7517279358615491,1.0420318592162405,0.038601776052359385,0.2542740409644711,1406.4580996954016,0.2785590425256183,0.3834332166904724,0.4315639932809074,2545.119122678915,0.4812064355881763,0.672195793076954,0.009433784557121187,0.009433784557121187,1345.6984170525911,3.469446951953614e-18,3.469446951953614e-18,1441.1644844441846,0.7555004852742312,56.857089944671934,56.787585524600445,0.7883525956387161,0.9327542710225666,0.7872274302214328,0.9302133907538184
0.1,0.8,0.18640334854864707,943.4520452404877,0.522360890075298,2845.062496866585,0.20328369782764097,0.2759709941371307,0.00943378455712119,0.5744346701415252,0.7914119500404456,0.04024894883378104,0.17733002572678247,992.9288531854156,0.18479513147244123,0.26380499903454574,0.3149158577278964,1856.9449159247738,0.3591201877479871,0.49069887620143815,0.009433784557121187,0.009433784557121187,934.0148412276521,3.469446951953614e-18,3.469446951953614e-18,1009.4199289249456,0.624453960064021,47.233072317938564,47.08507558413158,0.6573334163959382,0.7756383177424153,0.6545006255439193,0.7743915036989533
0.1,0.9,0.14367841322267835,663.8445408329686,0.4216926941709416,2226.532504234253,0.15569064280827,0.21164554523003282,0.00943378455712119,0.4602704364152492,0.6278981200964107,0.04171751441182736,0.12520025605578636,695.3024896537906,0.13858374723543185,0.2000343098076891,0.2463296628308096,1440.0231108128867,0.27042872620506314,0.3825180528866058,0.009433784557121187,0.009433784557121187,679.0815054111804,3.469446951953614e-18,3.469446951953614e-18,733.1276120854063,0.5324506237648541,39.81927217046557,39.92314980344569,0.5612951759596272,0.6598968690638778,0.5594201470667869,0.6574987126763481
0.1,1.0,0.1172794228578986,495.0891997975613,0.3465143327098706,1772.2423965464782,0.12625746504240173,0.16485734209918543,0.00943378455712119,0.37751792320131194,0.5185809299335812,0.04304173826360708,0.10000394070717666,520.6591560097465,0.11098215082908783,0.14742860151876824,0.19128514023553364,1122.7795294409211,0.21151089962235087,0.3064826183815549,0.009433784557121187,0.009433784557121187,503.8707843001628,3.469446951953614e-18,3.469446951953614e-18,537.4100534167577,0.46341433170832386,34.40952968762495,34.31575238252563,0.4853820801033885,0.569589756249079,0.4843943104260972,0.5705069777197984
0.1,2.0,0.053087894053085255,73.91103197307417,0.12989433417513246,455.9878861452428,0.054294995980517305,0.06047725191780656,0.00943378455712119,0.13922841289556243,0.17295048550992928,0.05185794485511229,0.022540641084962176,79.00947206662775,0.023971396002743228,0.03078248695267581,0.04723932541713405,279.5229651664119,0.052919381689841075,0.07225301332509602,0.009433784557121187,0.009433784557121187,74.47686975806144,3.469446951953614e-18,3.469446951953614e-18,77.61527396877257,0.18945682095884506,13.27023339606358,13.28637504998467,0.19731328543108387,0.22928325392821552,0.19856920574826178,0.22881278811908393
