d,n,lamb,unreg_pp_test_mean,unreg_nonpp_test_mean,reg_pp_test_mean,reg_nonpp_test_mean,unreg_jorg_max_test_mean,unreg_jorg_avg_test_mean,type1_nonpriv_loss,reg_jorg_max_test_mean,reg_jorg_avg_test_mean,type2_nonpriv_loss,unreg_pp_test_std,unreg_nonpp_test_std,unreg_jorg_max_test_std,unreg_jorg_avg_test_std,reg_pp_test_std,reg_nonpp_test_std,reg_jorg_max_test_std,reg_jorg_avg_test_std,unreg_pp_baseline_test_mean,unreg_jorg_baseline_test_mean,jorg_baseline_test_mean,unreg_pp_baseline_test_std,unreg_jorg_baseline_test_std,jorg_baseline_test_std
30,100,0.01,630144637.9075468,620827798191.1718,652186841.9748645,629422535674.1818,795323745.4718231,1409013044.2809336,4.486189379243606e-05,838709880.2656177,1461510432.284535,0.0003001356273954561,721770525.3717008,731518520677.9722,908120097.5621622,1601277642.2996702,714939651.5841336,690738241995.3579,958342381.5374783,1635962526.8694162,2.8465301001772185e-32,1.897558212735789e-32,611188240885.3777,0.0,0.0,693826088210.9071
30,100,0.1,670904.427654354,678929134.5310404,883199.5930711834,874112308.6290864,859091.9572097511,1561162.3948585875,0.0007292495102778609,1138118.3004680644,2029616.0513079858,0.001545617146251412,752535.3803426424,790780254.6865355,1006188.881561778,1779867.294092028,793820.0362537692,807148453.499953,1098137.2412114192,1922663.1620976934,2.8465301001772185e-32,1.897558212735789e-32,678748212.5657908,0.0,0.0,780378069.3573244
30,100,0.5,6148.6179156989265,6076550.21437591,15631.529222580388,15205718.479781317,7794.829854019365,14191.391103692627,0.0019968271829167595,19831.072878774543,36041.634830379015,0.0025848122242361263,7135.848595278447,6891634.545097551,9194.493185288447,16352.549585508788,9017.438620547546,8541127.657614272,11768.029526481012,20536.37007985367,2.8465301001772185e-32,1.897558212735789e-32,5967600.1172418,0.0,0.0,6851674.708563983
30,100,1.0,825.9654692553916,858670.06154078,3447.387424823527,3407893.2196373534,1076.590550930895,1967.4998780532558,0.0024485987259302874,4374.693494813053,7871.680324585925,0.0028287346524552568,931.4747004583014,990183.5097629235,1227.0954667536544,2318.5870664729687,1577.2492920570628,1588658.368340956,2133.8249313517267,3727.4999327833225,2.8465301001772185e-32,1.897558212735789e-32,830917.8570249126,0.0,0.0,965430.3237271323
30,100,3.0,39.76773262645136,38103.64839300793,396.85573339469374,391544.9356099021,49.12057204341339,88.8349919727668,0.0028744683853833943,502.9856529423445,908.7573736313816,0.003031302525883515,46.17913582218623,43346.938176317264,56.46845608560049,105.0537457412424,153.2876427836315,148690.2151252393,208.16170779051726,361.64725380856873,2.8465301001772185e-32,1.897558212735789e-32,38168.800886672936,0.0,0.0,43253.28164143618
30,100,5.0,9.706982148091758,9482.317863535127,156.4940039476313,153876.78732848348,12.444937067056472,22.189465858365946,0.0029847286561713714,200.5963252504001,357.4835046632637,0.003085041490906296,11.252614148818955,11034.398556698863,14.462244587111487,26.15001007780567,58.526496092876094,58152.2869505665,83.22478564092651,139.30137423263633,2.8465301001772185e-32,1.897558212735789e-32,9373.3300707508,0.0,0.0,10794.564295299177
30,100,10.0,1.4332166513647149,1468.7362630896932,47.42382396993708,46394.33255562093,1.9479409396992873,3.4587273060377424,0.0030833582641314273,60.922064830296556,109.56685330038722,0.003137548548810861,1.567680683766957,1689.205706403523,2.2773539808648375,3.9598916504129096,17.428876828454907,16827.916735422277,24.51701286624243,42.39562224964477,2.8465301001772185e-32,1.897558212735789e-32,1497.1047632404045,0.0,0.0,1771.6153472536137
30,100,15.0,0.5200445847430291,521.3067825411016,24.55058888666821,24268.603486297183,0.6728689692202388,1.2269506779871726,0.0031226861559511127,31.08956086332714,55.960262685064215,0.003160344351317169,0.5954319290401509,601.1707824057526,0.7882189907461168,1.4024186024855474,9.080367450412332,8919.06086959423,12.498914784152644,21.32057824460484,2.8465301001772185e-32,1.897558212735789e-32,509.3389168173953,0.0,0.0,575.6457339114479
30,100,20.0,0.2521396589056986,244.90976883865994,15.441089946595431,15233.541170238166,0.31929438685176736,0.5703592957554301,0.0031445191416972908,19.68700913754506,35.471025402784,0.0031735295309607654,0.2894006608039174,276.6461913705051,0.36960467635419003,0.6566558219533312,5.744615795562081,5648.169397320401,7.848572976828,13.583142397434475,2.8465301001772185e-32,1.897558212735789e-32,242.51338639847447,0.0,0.0,277.06688450768513
30,100,25.0,0.14432887731365085,138.11251785990493,10.929652455814217,10856.91887110784,0.1846941622783888,0.3284454752033191,0.003158558626347129,14.010143603369812,25.19910516253159,0.0031822076849980234,0.16301978509086287,155.75678315438032,0.22033823210338196,0.3784275075015683,4.031622906566928,3981.1973597490496,5.6382324602251686,9.560933437713649,2.8465301001772185e-32,1.897558212735789e-32,138.1369251226945,0.0,0.0,156.38130357912246
30,100,50.0,0.023712580939780462,20.23429705664965,3.198392263049196,3099.821703198798,0.029476915823766967,0.05084250606118391,0.00318942671195419,4.058934595389838,7.343904965659641,0.0032018083191478167,0.023494714561457884,23.363080867812112,0.031018704050025703,0.05435502385590426,1.1726666172976188,1132.5891601003773,1.654234372471317,2.821231780849907,2.8465301001772185e-32,1.897558212735789e-32,20.170070710574162,0.0,0.0,23.189153446676087
30,100,75.0,0.010341561090788718,6.753890147287687,1.626179340912067,1588.19341892251,0.012080105870656997,0.01976094108715157,0.0032007620910875305,2.079023436211361,3.7074109659285046,0.003209171149040851,0.008798929127624353,7.779583369448246,0.010975821422818003,0.01951264000669473,0.597804101380823,574.7306404921285,0.8509555080121876,1.4364877434566314,2.8465301001772185e-32,1.897558212735789e-32,6.88201432866203,0.0,0.0,7.795897958785714
30,100,100.0,0.006610144480844329,3.316385940282891,1.0411086357277268,1027.081348887266,0.007558923048872655,0.010892228573557795,0.0032066698879294826,1.3237701169674485,2.402807858570978,0.003213040245455911,0.0044317588737289495,3.872599587410704,0.005748845740412453,0.009098976527656146,0.3800982070829682,378.55493232918025,0.5256683639156121,0.9050795761890926,2.8465301001772185e-32,1.897558212735789e-32,3.4029392051270158,0.0,0.0,3.992822740037586
30,100,125.0,0.005162109071037041,1.9283551864791713,0.7704239844354128,748.2230164994921,0.005779042844400906,0.007692587626039712,0.0032102984236840586,0.9737944871986849,1.7494067949229188,0.003215426808128793,0.002736083730068802,2.1246942769175767,0.003477453441175001,0.00558672514020497,0.28491659591934565,272.4092670456738,0.39468653330994047,0.6636776028237629,2.8465301001772185e-32,1.897558212735789e-32,1.945674000205424,0.0,0.0,2.242387126550513
30,100,150.0,0.004548071976364129,1.2807492633747852,0.6000330738533911,587.1997147943107,0.004864251358904389,0.006148923291641983,0.0032127541832059014,0.7589165687768258,1.3610380889943903,0.003217046255621019,0.0019342231504585255,1.4401444490122879,0.0023508741447987517,0.003851224342964254,0.21882308548756813,213.28191795265195,0.30202089116607134,0.5187300905476057,2.8465301001772185e-32,1.897558212735789e-32,1.2668625542041372,0.0,0.0,1.4508633257243808
