eps_c,eps_m,lamb,unreg_pp_test_mean,unreg_nonpp_test_mean,reg_pp_test_mean,reg_nonpp_test_mean,unreg_jorg_max_test_mean,unreg_jorg_avg_test_mean,type1_nonpriv_loss,reg_jorg_max_test_mean,reg_jorg_avg_test_mean,type2_nonpriv_loss,unreg_pp_test_std,unreg_nonpp_test_std,unreg_jorg_max_test_std,unreg_jorg_avg_test_std,reg_pp_test_std,reg_nonpp_test_std,reg_jorg_max_test_std,reg_jorg_avg_test_std,unreg_pp_baseline_test_mean,unreg_jorg_baseline_test_mean,jorg_baseline_test_mean,unreg_pp_baseline_test_std,unreg_jorg_baseline_test_std,jorg_baseline_test_std,unreg_theta_hat_pp_norm,unreg_theta_hat_nonpp_norm,reg_theta_hat_pp_norm,unreg_theta_hat_jorg_max_norm,unreg_theta_hat_jorg_avg_norm,reg_theta_hat_jorg_max_norm,reg_theta_hat_jorg_avg_norm
0.01,0.05,40.0,0.073400343553521,0.09751557129025638,0.07880155482438064,2.693998414239481,0.07342837354798225,0.07341826499601031,0.00943378455712119,0.07983690782003108,0.09065252271599471,0.07555096753953308,0.0016915297366630752,0.05359807280025768,0.0019777661844220624,0.003685708379459516,0.0019095824498092293,1.5713352724717597,0.0025364576599983123,0.00900365032022301,0.009433784557121187,0.009433784557121187,0.09826834309404255,3.469446951953614e-18,3.469446951953614e-18,0.05505164808706845,0.01132258624923346,0.24416452559069654,0.24439198235843618,0.012329082914239939,0.020156416742267237,0.012323994349752967,0.020005798283321306
0.01,0.05,50.0,0.07431422821285576,0.08837343267686626,0.07843334549644175,1.9683599470723074,0.07430054885919615,0.07436591552063335,0.00943378455712119,0.07921719156988938,0.08701110323591048,0.07608136514558614,0.001304309065780883,0.0398644189596462,0.0014846623330291907,0.0028086343241592164,0.0013654727801918221,1.1088086806728674,0.0018612581727603795,0.006471301105567749,0.009433784557121187,0.009433784557121187,0.08884673156109715,3.469446951953614e-18,3.469446951953614e-18,0.039932568073976,0.008872148142525266,0.18473473905808907,0.18635994650270873,0.009644179292564357,0.0154027525394953,0.009626108112738988,0.015383634264567484
0.01,0.05,100.0,0.07625160456188493,0.07887102743927756,0.0781493127160343,0.8423134116126515,0.07624211749534872,0.07624375326383999,0.00943378455712119,0.07846554578416291,0.08163033952157756,0.07718341713603696,0.0005980162965918982,0.017297672141977888,0.0006913115514363422,0.0012973335278657055,0.000565051240465694,0.458064806672832,0.0007653427520464588,0.002622537342550898,0.009433784557121187,0.009433784557121187,0.07929819541292375,3.469446951953614e-18,3.469446951953614e-18,0.01749065790583997,0.004268693152642975,0.08395914665429932,0.08383978537119552,0.0045812125565426074,0.0070704327414609506,0.004594561321773728,0.007114028730973447
0.01,0.05,150.0,0.07693499673143234,0.07816222827273932,0.07815833691842905,0.5528724322853746,0.07692636637849916,0.0769157240795079,0.00943378455712119,0.07835063222570647,0.08032546569500558,0.07756362094851821,0.0003913374006863289,0.011102293450602927,0.000448973752551763,0.0008401901338981563,0.0003494958529266014,0.27957489688265985,0.00046313803664339674,0.0016270800211604427,0.009433784557121187,0.009433784557121187,0.07806717637477956,3.469446951953614e-18,3.469446951953614e-18,0.011172200835021085,0.0027992588583150226,0.05407135764509831,0.054071720320694225,0.0030038699270993285,0.00461325268562684,0.0030045995150400563,0.004616630273690559
0.01,0.05,200.0,0.07727101038257492,0.07790627534607247,0.0781834212109839,0.4216931869916566,0.07727884161397623,0.07727147880476111,0.00943378455712119,0.0783187657534049,0.07974145820806977,0.0777562347875986,0.0002889822111234519,0.008203316683848523,0.00033275295665138855,0.0006219817984887032,0.00025203242882736507,0.20078968492557797,0.00033134388319187055,0.0011778483333098027,0.009433784557121187,0.009433784557121187,0.07799242841715291,3.469446951953614e-18,3.469446951953614e-18,0.00819968609127772,0.0020975116779844713,0.03975714518084925,0.03984313658550768,0.002229671492682247,0.003404454580375024,0.002237424886192821,0.003407894510187624
0.01,0.1,0.01,309759.0703546143,321128279.60599905,322852.97022441693,330168447.67454916,424737.0315294278,1197599.1121128888,0.00943378455712119,439833.9404170425,1252100.4595388533,0.010822223593111108,327727.50437961007,333466442.42639595,444950.4982279487,1255630.7261186505,337443.47801738535,348518426.34651846,460269.9998629987,1312191.296308753,0.009433784557121187,0.009433784557121187,325305133.73586386,3.469446951953614e-18,3.469446951953614e-18,343893646.33988714,862.6173050707652,27745.853113377623,27630.166348907416,1008.8177601803247,1694.0045349180862,1012.2726209596682,1698.7784702456895
0.01,0.1,0.05,2675.4313411678304,2775421.1007717806,3009.832413763977,3183379.531901618,3599.5703945833825,10348.25988275472,0.00943378455712119,4101.234943320384,11561.548094744965,0.015080895797001607,2847.0156363066903,2953134.8356328234,3798.761705462937,10790.60564579018,2829.6361824377354,3188267.8773929225,3954.604709151066,11339.733763292357,0.009433784557121187,0.009433784557121187,2760535.9827869013,3.469446951953614e-18,3.469446951953614e-18,2898095.6490386548,79.58520387601943,2577.9048540739227,2569.796006389483,92.81188976435729,157.38122430246213,93.10956327062902,156.723878061735
0.01,0.1,1.0,0.5155525924167489,497.8682859665664,1.8065664891332653,1800.1604017169784,0.6984604815048511,1.9070398427787207,0.00943378455712119,2.4414658965860414,6.80851502497501,0.04304173826360708,0.5124143849056935,514.126285794014,0.7194701276316016,1.9963120174014954,1.1589858741105459,1136.4559642105971,1.5315833603749363,4.301706788138407,0.009433784557121187,0.009433784557121187,503.59271092199674,3.469446951953614e-18,3.469446951953614e-18,543.0646337651059,1.0860513808267136,34.65942072909457,34.656510249264514,1.2629697520170602,2.1186919139907294,1.2688843810965813,2.1241722246793118
0.01,0.1,3.0,0.07165059411221,25.403829802662926,0.2725446400167965,221.44100866963362,0.07993235453028066,0.14107059951833018,0.00943378455712119,0.3500917205894806,0.8834700200501268,0.0568810287024058,0.04004421142546836,26.670344837581812,0.04862866960306909,0.11471942574343642,0.12880313318049208,132.36782486435058,0.1777199865630727,0.4932914474304275,0.009433784557121187,0.009433784557121187,25.626033813309338,3.469446951953614e-18,3.469446951953614e-18,27.226221777742392,0.249661793912337,7.753196326512882,7.767085865887595,0.28874376909043603,0.4791614387537393,0.28832177620054356,0.4782366753564663
0.01,0.1,5.0,0.060433601655812276,6.64991587360738,0.15298677256957663,90.4980370225497,0.06280028642781432,0.07809516955784618,0.00943378455712119,0.18444749965509255,0.4026900788204717,0.06266437614339582,0.018905653051671904,6.9040661912594405,0.023148779246068164,0.04266383533806335,0.05315632321679266,53.30621100984776,0.07217642911136914,0.20261116825863917,0.009433784557121187,0.009433784557121187,6.664376157663451,3.469446951953614e-18,3.469446951953614e-18,6.8937254404432045,0.1296096634288002,3.9740377742623716,3.936647073943955,0.15026149758574975,0.24565825187068277,0.15026721975219462,0.24503602379947087
0.01,0.1,7.0,0.061573508072566334,2.7822837668949094,0.11709098783573715,52.578738395471674,0.0623477406477853,0.06861577369425542,0.00943378455712119,0.13557556512758392,0.262116749396901,0.06595936158943126,0.01305569680624348,2.813281899231839,0.015283225960327898,0.02662228053961297,0.030041368296004248,31.162496367011173,0.04136210080314276,0.11530814461274855,0.009433784557121187,0.009433784557121187,2.79979404058757,3.469446951953614e-18,3.469446951953614e-18,2.9572981080529077,0.08629500344332414,2.5712602531310287,2.5601774567955142,0.09855764011368366,0.1600985982715341,0.0986510298171019,0.1599223241839486
0.01,0.1,10.0,0.06394294329872792,1.1655606251231034,0.0981611193953415,29.743923925222443,0.06441845900185865,0.06708180054899203,0.00943378455712119,0.10875718862476956,0.18052195493945164,0.06891553072129404,0.008725501032768687,1.1536893338217349,0.010255966298470367,0.017613974973571526,0.017619107075707654,17.197318033414643,0.024048718423440536,0.0656118314139866,0.009433784557121187,0.009433784557121187,1.1743679534951177,3.469446951953614e-18,3.469446951953614e-18,1.2135256934768592,0.05636203151404871,1.634612647689276,1.625323563117955,0.06426392702920652,0.10243783615476505,0.06423532970621597,0.1027026844435122
0.01,0.1,15.0,0.06737650910686149,0.4349507157961796,0.08573326381056012,14.506907711963024,0.0675268685629885,0.06840959669975907,0.00943378455712119,0.09092235829485504,0.12573355830928812,0.07159309164097061,0.0052399490295360115,0.41022523799200017,0.006201362697695387,0.010543134606400521,0.008235583318845115,8.451724362345225,0.011401041908794882,0.031652800573790336,0.009433784557121187,0.009433784557121187,0.4251853437323076,3.469446951953614e-18,3.469446951953614e-18,0.39505811271389196,0.03396187221637014,0.9343182064051881,0.9306589134575628,0.03827567611759764,0.059980100453286764,0.038238480696201484,0.0596466560354917
0.01,0.1,20.0,0.06953403117215358,0.2311417583267581,0.08137607352757337,8.58456501128997,0.0695855941006283,0.06990536106553523,0.00943378455712119,0.08441479897443628,0.10450698097192503,0.07308463650114533,0.003638262803188443,0.205993928729384,0.004197532715944351,0.007208938736654598,0.004923160984655012,5.012787879160234,0.006768807576470164,0.01835342603104541,0.009433784557121187,0.009433784557121187,0.22839405193329557,3.469446951953614e-18,3.469446951953614e-18,0.19957323574858787,0.023732461388256194,0.619864866602545,0.6209733816757744,0.026419061146729136,0.04034415784426056,0.02640188874518268,0.04009735132922
0.01,0.1,30.0,0.07208494246454547,0.12687290698301013,0.0789506683965282,4.462261854989589,0.07212400177031207,0.07215243801069493,0.00943378455712119,0.08044474573602124,0.09081790377461142,0.07469567138518557,0.0021936226026371174,0.09202139137256131,0.002572943080219271,0.004300952391984909,0.002520968134000689,2.5695493555291984,0.0034189936846873797,0.009616177091773688,0.009433784557121187,0.009433784557121187,0.12803167185086806,3.469446951953614e-18,3.469446951953614e-18,0.09432534573532976,0.0147711603982556,0.36127378354807477,0.3652386797580179,0.01620462002487938,0.0241548496187691,0.016248723479069232,0.024033618400605024
0.01,0.1,40.0,0.07346833409851332,0.10198720595511458,0.07828414742455919,2.8827202120383313,0.07350060344297506,0.07348807288617801,0.00943378455712119,0.07927253895702246,0.08604403817626206,0.07555096753953308,0.0015644012473102324,0.05904861394108187,0.0018224565483603563,0.003060843766225672,0.0016125003063697687,1.653652987334091,0.0021975774982310853,0.006218207593714951,0.009433784557121187,0.009433784557121187,0.10018163348580868,3.469446951953614e-18,3.469446951953614e-18,0.05731894999515276,0.010767519310214267,0.25214109930419076,0.2535002870687748,0.01173455739888,0.017104553762689143,0.011715959499771415,0.017117473489119954
0.01,0.1,50.0,0.07437100723526899,0.0893035529117922,0.07806442588024781,2.1208171221215015,0.07440161353918358,0.0743852941163549,0.00943378455712119,0.07881273517348567,0.0836217034730653,0.07608136514558614,0.0012012896642004743,0.04108592302741774,0.001408946555731463,0.0023158761272358496,0.0011784864895677506,1.2019789035429318,0.001641437683978497,0.004410248752494117,0.009433784557121187,0.009433784557121187,0.08940681628855898,3.469446951953614e-18,3.469446951953614e-18,0.04168320104164898,0.008407544049222646,0.1920510122639435,0.19368713051608433,0.009152608817199329,0.013190992791668611,0.00921499092752615,0.013156252518336851
0.01,0.1,100.0,0.07629023994099657,0.07952452576168331,0.0779907831570063,0.9131651837306334,0.07628383289455339,0.07626764218970282,0.00943378455712119,0.07828481999916863,0.08030053741086743,0.07718341713603696,0.0005550823225216978,0.018172622887937043,0.0006598440907472565,0.0010860579119469067,0.00047543620511530964,0.49979102020578414,0.0006460461292524231,0.0018556516031311826,0.009433784557121187,0.009433784557121187,0.07933511065013583,3.469446951953614e-18,3.469446951953614e-18,0.01810893419622418,0.004051084891138602,0.08750080926141145,0.08763711541005112,0.004365398191943628,0.006141679595228399,0.004371284062693046,0.006156560179612151
0.01,0.1,150.0,0.076957016294559,0.07813634465730072,0.0780628865952699,0.5861686118863854,0.07695615813288705,0.076949796325631,0.00943378455712119,0.07824668213038254,0.07947231620905945,0.07756362094851821,0.0003543775928552143,0.01156422009566332,0.00041697750938264036,0.0007078682086410935,0.00029440154256135534,0.29842963903783953,0.00040465934127963284,0.001142730045167714,0.009433784557121187,0.009433784557121187,0.07821580875685158,3.469446951953614e-18,3.469446951953614e-18,0.011552681360867874,0.0026665852795254032,0.05605068805479686,0.055916886037101106,0.002869845177666991,0.003974771647630971,0.0028675672655328883,0.003980553501950399
0.01,0.1,200.0,0.07729672805803603,0.07789558323258503,0.07812191144944843,0.44774568923770386,0.07729633008171388,0.07729070958690881,0.00943378455712119,0.07824823427298384,0.07912170385435897,0.0777562347875986,0.0002640197393367005,0.00844344902280629,0.0003158367933632809,0.0005176748839489058,0.0002185163749071212,0.217068887214157,0.00029457035376350066,0.000794719161865658,0.009433784557121187,0.009433784557121187,0.07792437613330708,3.469446951953614e-18,3.469446951953614e-18,0.008478608709753433,0.001991889247421747,0.04120972754969682,0.04130554853266644,0.002135680929209685,0.0029502854230629657,0.002141620455394104,0.0029417264676458565
0.01,0.15,0.01,258667.51531908617,297482434.1738826,265707.72809272836,306622704.52327263,354751.7763938841,888891.1551871883,0.00943378455712119,363781.45048427593,907406.8261059414,0.010822223593111108,276626.7365663532,322569762.89182,380187.19498107367,925248.5057790342,276892.969601118,314842195.62883,381339.6990354597,948743.286944816,0.009433784557121192,0.009433784557121187,306719887.03915256,0.0,3.469446951953614e-18,323595154.4842473,782.8561233324821,26706.268796866672,26798.14480644765,919.3140853714542,1456.5129209825252,916.5922228868538,1463.375324308328
0.01,0.15,0.05,2206.756562691272,2576039.2750171274,2454.9191851219675,2858352.5055645416,3003.0867726223714,7584.929266154166,0.00943378455712119,3407.3722647669083,8667.050555343356,0.015080895797001607,2340.9323066992406,2674719.6376873953,3038.2706027710055,8176.456327188247,2300.8385977848407,2755835.6646782546,3318.9342214594885,8432.339571019373,0.009433784557121192,0.009433784557121187,2588500.976304903,0.0,3.469446951953614e-18,2732776.871015373,72.80142121654009,2481.032935639597,2475.272724259051,84.67458628623324,134.43637760762846,84.5887390043645,135.65903802809174
0.01,0.15,1.0,0.431021839536695,463.84863128403595,1.4904193600138522,1692.1513497432895,0.575918326355504,1.437267783703181,0.00943378455712119,2.0125238452649117,5.021674802188823,0.04304173826360708,0.42188064371340245,483.2813010707643,0.5696462324248445,1.502790876985366,0.9058305538732601,1075.8322770915984,1.2793023147340317,3.1678662418436634,0.009433784557121192,0.009433784557121187,478.5851659887597,0.0,3.469446951953614e-18,503.35568743460306,0.9831045499146319,33.4580524602157,33.61450224608003,1.1502377953221206,1.8278188309044359,1.149637313433317,1.8230577646859285
0.01,0.15,3.0,0.06688713157546375,23.712659276816208,0.23639374222730758,206.04270866105637,0.07353018728824134,0.11648692065297417,0.00943378455712119,0.30039324068061013,0.6694585444938644,0.0568810287024058,0.035118465164425676,24.722921133860808,0.042662813260411686,0.08922999699110881,0.10786006028960503,123.86966041102279,0.14793680030717388,0.37101575744686743,0.009433784557121192,0.009433784557121187,23.807693949953038,0.0,3.469446951953614e-18,24.47889900896083,0.22806868378399694,7.518817020478375,7.486521837065275,0.2634746461577785,0.4130783402303595,0.26397088134028046,0.41267551542364717
0.01,0.15,5.0,0.05896222901561827,6.202983556805934,0.1364145178608385,85.85696795110535,0.06066963995572187,0.07176959665801623,0.00943378455712119,0.16362284927874834,0.31592228336837214,0.06266437614339582,0.017238574852315593,6.584824509916927,0.01988287045132129,0.03511843331419017,0.04365037090602416,50.985657654684616,0.05927527788809414,0.15018205670666476,0.009433784557121192,0.009433784557121187,6.225901918127429,0.0,3.469446951953614e-18,6.554668591923482,0.12054540178703244,3.831303938983463,3.8331111160653983,0.13810108742580446,0.21228481040916494,0.1383844484356451,0.2125836431251326
0.01,0.15,7.0,0.06009383935490816,2.6143155125136395,0.1083472137385911,48.87258958183128,0.06089925621904314,0.06571515080688682,0.00943378455712119,0.12327368237674155,0.2105630460875681,0.06595936158943126,0.011745617745120061,2.7232838779143624,0.013730899503093762,0.0222800873266116,0.025573255085030402,28.338274455725248,0.034129377111253315,0.08548343941541887,0.009433784557121192,0.009433784557121187,2.644827089130267,0.0,3.469446951953614e-18,2.7915145874565477,0.08032978072301498,2.4876441061849324,2.472302484501558,0.09121171251721537,0.138345117918239,0.09098338528151996,0.13841364022056682
0.01,0.15,10.0,0.06339798924281263,1.088772563257665,0.0928817599950084,27.732658595582233,0.06368628263455921,0.06581118701307195,0.00943378455712119,0.10128550969206013,0.15134277171665417,0.06891553072129404,0.007858233024739897,1.0958975992139095,0.009162968814890407,0.015152371309681997,0.014306575116000562,16.254561448534226,0.019249450705598126,0.04935379674864761,0.009433784557121192,0.009433784557121187,1.0836602114362561,0.0,3.469446951953614e-18,1.088920516551409,0.0527804093059781,1.572072285601654,1.5683941094844929,0.0594513500985243,0.08971412503374013,0.05925986160115698,0.08904240817785171
0.01,0.15,15.0,0.06699041724343086,0.40386517214696577,0.08334656729549088,13.413770183796686,0.06710301650182249,0.06775957875114365,0.00943378455712119,0.08741407865050273,0.1117207014906309,0.07159309164097061,0.004780676038432017,0.3905874035178532,0.005570027744088429,0.008908041588158966,0.006923185173462258,7.934566152614866,0.009466343313914058,0.023554747503293328,0.009433784557121192,0.009433784557121187,0.40455779647007256,0.0,3.469446951953614e-18,0.38331164327856965,0.03208676096384403,0.8982768501105346,0.8945807934764515,0.03563523117334095,0.052075340429796356,0.03565246116924345,0.052189986503797754
0.01,0.15,20.0,0.06926854765278946,0.22220798449064313,0.07998369963656805,8.04025513159537,0.06927834257882556,0.06966760807326791,0.00943378455712119,0.08229968965011031,0.09659369134612271,0.07308463650114533,0.0032383796252646313,0.19556437787975384,0.0038427548462874766,0.006090668092890808,0.0041014323495895,4.656509040102093,0.005392412123257452,0.013777293035228075,0.009433784557121192,0.009433784557121187,0.220594962545565,0.0,3.469446951953614e-18,0.1972354888686886,0.022541146438324684,0.6046242590052754,0.6011594351203303,0.024936552714334845,0.0356676823726343,0.0248307178289599,0.035560334694337045
0.01,0.15,30.0,0.07190098229696405,0.12427091320880873,0.07817317806262372,4.1258782386567106,0.0719088613721474,0.0721141729057348,0.00943378455712119,0.07953262037511286,0.08671876689756544,0.07469567138518557,0.001982014137310186,0.0880256711237775,0.0023153665819711663,0.003646215380194058,0.0020549418428912262,2.334294769843381,0.002879103454665085,0.007090987270968384,0.009433784557121192,0.009433784557121187,0.12248523981581969,0.0,3.469446951953614e-18,0.0859696598273276,0.014169875259020847,0.3513085107841672,0.35134144842450543,0.015471538381915386,0.02135530393440218,0.015576340879869616,0.02133860923825663
0.01,0.15,40.0,0.07336319740809784,0.0988352260900809,0.07780494189154162,2.695499164432952,0.07333529464335953,0.07342710234859484,0.00943378455712119,0.07862485622432608,0.08332578715797954,0.07555096753953308,0.001413260839699729,0.05445517604111307,0.0016303613718066429,0.0026036453478189532,0.0013426607681318848,1.5225717925758595,0.0018465987937945469,0.004570743355843696,0.009433784557121192,0.009433784557121187,0.09803018273414414,0.0,3.469446951953614e-18,0.05467187398410321,0.01031052532029955,0.24400284879598827,0.24500432201065386,0.011215473360810083,0.015261399430736358,0.011177673899135375,0.015251865158883575
0.01,0.15,50.0,0.0742575165963145,0.08807817767710066,0.07771806681783223,1.970565060110374,0.07427346296560508,0.07433606804580024,0.00943378455712119,0.07829723160486134,0.08172500591029923,0.07608136514558614,0.0010828564672578642,0.039510867349838136,0.001282818170499456,0.0020052609090335316,0.0009780433956345141,1.1311680200021788,0.0013075228095960796,0.0033483794306851267,0.009433784557121192,0.009433784557121187,0.08880237214148114,0.0,3.469446951953614e-18,0.039632568960263195,0.008178120677825782,0.1863551778775491,0.1862887142256963,0.00880403354186723,0.011794958209461075,0.00876724550262646,0.011790498543298505
0.01,0.15,100.0,0.07623098866522372,0.07915620478224646,0.07784727409644622,0.8498556733614396,0.07623012342860011,0.07622809096026005,0.00943378455712119,0.07809399953499191,0.07946745846052425,0.07718341713603696,0.0005046521471213237,0.017330542810268773,0.0005906719728380505,0.0009350989403470267,0.0003972236833179338,0.45650358375974326,0.0005389225787365764,0.0013505360468549594,0.009433784557121192,0.009433784557121187,0.07906622629274837,0.0,3.469446951953614e-18,0.017416151036866605,0.003959428590221343,0.08474800145244024,0.08433043292188411,0.004219048786126024,0.005512340440461193,0.004234406000643455,0.005524882471606428
0.01,0.15,150.0,0.07692236312292039,0.07820674302472506,0.07798126715606048,0.5591330513171278,0.07691165074501569,0.07693810850038175,0.00943378455712119,0.07812481307163664,0.0789702524428101,0.07756362094851821,0.0003293122971987038,0.011235019328952598,0.0003804053290865622,0.0006025006757733239,0.00025163702810315644,0.2839095614906417,0.0003340988989483849,0.0008325068567731983,0.009433784557121192,0.009433784557121187,0.07824416080079172,0.0,3.469446951953614e-18,0.011278558072100363,0.0026089232715624908,0.05404183214532654,0.054397645462365925,0.0027898341293729257,0.003596215800863219,0.002790184692307164,0.003589311487959349
0.01,0.15,200.0,0.07726822210092951,0.07809697171358573,0.07805255104096842,0.42141640744657377,0.0772657767733258,0.07727888972449544,0.00943378455712119,0.0781626046020735,0.07877612709759113,0.0777562347875986,0.00024111131035022416,0.008314688839175547,0.00028223345517863047,0.00044870780629730026,0.00017324037121033552,0.19866290544242074,0.0002408233777939778,0.0006000202746126918,0.009433784557121192,0.009433784557121187,0.07797539828731097,0.0,3.469446951953614e-18,0.008302696569871683,0.001953537440725223,0.0397472938139132,0.039850633204545224,0.002078622488151259,0.0026614521375024963,0.0020918150525107153,0.0026735997183774075
