f_c,lamb,unreg_pp_test_mean,unreg_nonpp_test_mean,reg_pp_test_mean,reg_nonpp_test_mean,unreg_jorg_max_test_mean,unreg_jorg_avg_test_mean,type1_nonpriv_loss,reg_jorg_max_test_mean,reg_jorg_avg_test_mean,type2_nonpriv_loss,unreg_pp_test_std,unreg_nonpp_test_std,unreg_jorg_max_test_std,unreg_jorg_avg_test_std,reg_pp_test_std,reg_nonpp_test_std,reg_jorg_max_test_std,reg_jorg_avg_test_std,unreg_pp_baseline_test_mean,unreg_jorg_baseline_test_mean,jorg_baseline_test_mean,unreg_pp_baseline_test_std,unreg_jorg_baseline_test_std,jorg_baseline_test_std,unreg_theta_hat_pp_norm,unreg_theta_hat_nonpp_norm,reg_theta_hat_pp_norm,unreg_theta_hat_jorg_max_norm,unreg_theta_hat_jorg_avg_norm,reg_theta_hat_jorg_max_norm,reg_theta_hat_jorg_avg_norm
0.1,0.01,55545.54087520679,160621044.95626217,57072.5319400491,165426733.8707503,61822.7676902126,87181.9113787892,0.00943378455712119,62900.76415925959,90426.03581008945,0.010822223593111108,59838.30947447112,166144047.69141102,65129.30848832381,90136.04972873503,59593.09785235902,174003618.44545892,66163.06286940498,94629.10326643263,0.009433784557121187,0.009433784557121187,162693611.8955006,3.469446951953614e-18,3.469446951953614e-18,170090367.0498568,362.9372984871215,19577.73650366219,19565.732436982948,382.74642566033367,458.18577672547923,383.72923977747115,457.5006674157342
0.1,0.05,467.8593579077408,1351731.2591742282,528.9094219597168,1539712.5828154222,525.7216935156,768.7047204332242,0.00943378455712119,588.3972966615867,858.1735348734777,0.015080895797001607,496.5366049186423,1419258.1881173316,542.1210344754462,836.4937491584941,520.0200316397692,1498971.4888056861,555.0281464763987,861.3949839147313,0.009433784557121187,0.009433784557121187,1365744.0356672942,3.469446951953614e-18,3.469446951953614e-18,1404732.822371639,33.56431042369596,1803.3389513410593,1816.219362860382,35.44573924275467,42.48501277465463,35.3263661836459,42.39791977516892
0.1,1.0,0.11665226375097756,253.5176323584253,0.35421565131479354,910.7908112900267,0.12787333584210178,0.16958496830494443,0.00943378455712119,0.3845801447025224,0.5367578510493908,0.04304173826360708,0.09420432825825212,274.2177617165585,0.10822109362696243,0.1516629790258511,0.19805972729297605,582.3186910330492,0.21263078665607957,0.3168557395376521,0.009433784557121187,0.009433784557121187,253.91248794514797,3.469446951953614e-18,3.469446951953614e-18,273.80847144951446,0.4670819894881137,24.532419664626563,24.594573312660042,0.49035286100984865,0.5803301020183177,0.4884418756530388,0.5835338812552424
0.1,3.0,0.0507145322358835,12.890662759930287,0.09503465621648415,111.05904261299746,0.051154618772685415,0.05340231995437695,0.00943378455712119,0.09908995883688065,0.11789888771193391,0.0568810287024058,0.013090392939922639,13.788043407745596,0.01395944135774826,0.017476394005952016,0.022696779390287997,67.28693452082868,0.02541501761644277,0.03611860211522007,0.009433784557121187,0.009433784557121187,12.92551012938975,3.469446951953614e-18,3.469446951953614e-18,13.811630284117713,0.11788197067052783,5.504793641183634,5.4888554474667774,0.1223943121290188,0.14134521368941483,0.12233228954592157,0.1417615316029427
0.1,5.0,0.05481456351680822,3.363729353545196,0.07856838449897142,46.031957227943465,0.05501429236875441,0.05547882942752287,0.00943378455712119,0.08018709599766861,0.08780465475275968,0.06266437614339582,0.007617833359584484,3.4820272828394856,0.007857367588984174,0.009584964038943194,0.009352996049502666,26.932497128698337,0.01043475729239108,0.014960292920581738,0.009433784557121187,0.009433784557121187,3.3456750194323517,3.469446951953614e-18,3.469446951953614e-18,3.5560598479117,0.06706637597474532,2.8088485759370783,2.8089766088449064,0.06925056316264344,0.07747171029537116,0.06926674342658518,0.07824171860041405
0.1,7.0,0.05868838626394381,1.4121332683719505,0.07503555498898942,26.386862573849584,0.058761803193498545,0.05879957216899839,0.00943378455712119,0.07600613233090997,0.08041631865281096,0.06595936158943126,0.005275960225397653,1.417338746239938,0.005652678967334572,0.0066450305352113125,0.005399477109077457,15.407105107503156,0.005962530954518663,0.008546659810784977,0.009433784557121187,0.009433784557121187,1.437348012776386,3.469446951953614e-18,3.469446951953614e-18,1.4908650438341267,0.04724847568417621,1.8135050802135564,1.8151932550443428,0.04867502975373026,0.053966163783532556,0.0487011598049476,0.05400366486861694
0.1,10.0,0.06269639963020338,0.6159916688162935,0.07400733296304454,15.052249653027314,0.06279345726677246,0.06279974807660356,0.00943378455712119,0.0746818756315621,0.07702899225308946,0.06891553072129404,0.003646997615318638,0.5980917614146067,0.003849068559522645,0.004603931718761857,0.0030041653984255587,8.879086276290655,0.0034550771905828004,0.004813752240492152,0.009433784557121187,0.009433784557121187,0.6165281622177333,3.469446951953614e-18,3.469446951953614e-18,0.5951010445499119,0.03313058355297345,1.1497758302821297,1.1541732680732188,0.03381504269338342,0.037016237139165534,0.033896568871617544,0.036935949429790955
0.1,15.0,0.06675507955837269,0.2528127210530988,0.07409555275628887,7.37713482137971,0.06682920656741004,0.06683852764746306,0.00943378455712119,0.07437066635321998,0.07556246615108898,0.07159309164097061,0.0021993199052615614,0.23179393026514533,0.0023058543925311877,0.002794191590161188,0.001469494235881517,4.339056249732815,0.0016523744224909258,0.0023539888888898523,0.009433784557121187,0.009433784557121187,0.251451963289369,3.469446951953614e-18,3.469446951953614e-18,0.22801134253390173,0.02180424888511227,0.6613198996978769,0.6622416584829934,0.022081578989044278,0.023669600776068132,0.022203365799461427,0.02372640406530675
0.1,20.0,0.06918886323152967,0.1499642940926432,0.07455862033850591,4.381110019018355,0.06920763158043278,0.06918854008191663,0.00943378455712119,0.07469999180132664,0.07538355458035069,0.07308463650114533,0.0015084821964516718,0.11730730182770821,0.0015880271189608944,0.001932584329638478,0.0008859411576271872,2.525600174259809,0.0009653186614227648,0.0013496256501884356,0.009433784557121187,0.009433784557121187,0.15263767546570636,3.469446951953614e-18,3.469446951953614e-18,0.12311714033828906,0.01619084774821428,0.4393852999637422,0.4421290254052785,0.016397098694567486,0.017387144346127526,0.01643152515108941,0.017387229760751136
0.1,30.0,0.07188065870677014,0.09949558458616628,0.07544845550271338,2.253816174137941,0.07185606870249758,0.0718581043073478,0.00943378455712119,0.07552293744540302,0.07588241789097183,0.07469567138518557,0.0009142363803593767,0.05808863353627032,0.000965521949031661,0.0011589167819631154,0.0004581778776630095,1.2888910638542355,0.0004987368121847722,0.0007148170185960098,0.009433784557121187,0.009433784557121187,0.09968572034244859,3.469446951953614e-18,3.469446951953614e-18,0.05806939548782944,0.010800112998312275,0.25550891539676623,0.25740989022162825,0.010962285641306179,0.011459137015670348,0.01091676635467401,0.011418835318715756
