N_train_frac,lamb,unreg_pp_test_mean,unreg_nonpp_test_mean,reg_pp_test_mean,reg_nonpp_test_mean,unreg_jorg_max_test_mean,unreg_jorg_avg_test_mean,type1_nonpriv_loss,reg_jorg_max_test_mean,reg_jorg_avg_test_mean,type2_nonpriv_loss,unreg_pp_test_std,unreg_nonpp_test_std,unreg_jorg_max_test_std,unreg_jorg_avg_test_std,reg_pp_test_std,reg_nonpp_test_std,reg_jorg_max_test_std,reg_jorg_avg_test_std,unreg_pp_baseline_test_mean,unreg_jorg_baseline_test_mean,jorg_baseline_test_mean,unreg_pp_baseline_test_std,unreg_jorg_baseline_test_std,jorg_baseline_test_std
107,0.01,21545732.284477837,23700070494.591633,21956502.384549916,24133763668.39586,29962376.179437343,65145768.692644455,0.011180058594458843,30636746.302204784,67976086.08916351,0.012465075386706893,22961921.021679338,25060531324.43942,33040073.473176133,70041915.61123718,22437896.73976386,24748642260.11347,31899006.997266315,72169572.93123958,0.01118005859445884,0.01118005859445884,24006799482.039307,3.469446951953614e-18,3.469446951953614e-18,25003995542.410217
107,0.05,184823.28929446693,198750076.40954757,204836.9080193343,230746928.7191306,255155.646629865,565098.5018548908,0.011180058594458843,288738.5441901672,631977.1825979463,0.01639986019873887,196115.67088661404,207818338.97618154,282775.31799356634,631805.0625126632,198236.9478469345,226410241.13704523,286785.824058992,628208.7355122839,0.01118005859445884,0.01118005859445884,201972053.53924406,3.469446951953614e-18,3.469446951953614e-18,210541214.06565282
107,1.0,34.08017483140136,37549.51973775944,120.00563905491354,133960.29306175836,46.013535279518095,103.5177469502263,0.011180058594458843,167.19400759453018,367.4455515556105,0.04321486440619305,35.001898851147196,40898.28382954874,49.9501538420844,109.33593615671649,75.23119625551084,84964.39455928803,114.18668339562652,240.3129825115663,0.01118005859445884,0.01118005859445884,37637.09575045929,3.469446951953614e-18,3.469446951953614e-18,40266.193837836894
107,3.0,1.7446643821976064,1890.0408123347681,14.876924785526347,16292.016831439078,2.359343557180972,5.193960608861662,0.011180058594458843,20.342237271275838,45.035591517186425,0.05687815672733109,1.7566866899646543,2015.2852554811159,2.50870781879281,5.5419682766914775,8.966314751835899,9672.297402181606,12.683584555874917,26.97395395039369,0.01118005859445884,0.01118005859445884,1857.6892603678882,3.469446951953614e-18,3.469446951953614e-18,1931.3828809613397
107,5.0,0.4925668673390477,488.36269036032826,6.200237302573943,6767.429316918403,0.6632145527866903,1.370924261236412,0.011180058594458843,8.530675901545358,18.825474322435223,0.06264003862928041,0.48645393161361533,513.8822787634784,0.6919746321973996,1.441059858886092,3.6567499539149635,3946.904732272588,5.315502504264918,11.409752090609325,0.01118005859445884,0.01118005859445884,483.08029745019496,3.469446951953614e-18,3.469446951953614e-18,512.9928153235664
107,7.0,0.23927737502455804,202.55251777796332,3.550401383335278,3848.3150912843266,0.31191148870461965,0.6185602846025021,0.011180058594458843,4.9309527668283115,10.836183881862162,0.06593197069901521,0.21733845476049057,213.9757973283276,0.30501983960562007,0.6265265889727901,2.040281241125544,2239.4426995637264,3.112376521076406,6.659376279187208,0.01118005859445884,0.01118005859445884,199.88072437503197,3.469446951953614e-18,3.469446951953614e-18,207.65226677425449
107,10.0,0.13438878361748569,80.48197935612484,2.0835241411599177,2185.7386588482595,0.16105816367400197,0.2870599534852234,0.011180058594458843,2.8350476571475984,6.18111658789617,0.06888983709619793,0.10451937027489464,83.96072754385271,0.13869011797115446,0.2711429396968626,1.1953897915985945,1306.0731404464827,1.6978080674979332,3.768402672663619,0.01118005859445884,0.01118005859445884,83.24189630258267,3.469446951953614e-18,3.469446951953614e-18,90.67679455062758
107,15.0,0.08946244754778312,27.451285506348068,1.037465332943485,1065.0684728882354,0.09856234863639554,0.14011002933153524,0.011180058594458843,1.4060000423209371,3.050621387819885,0.07157193563119073,0.05038846484667875,29.561849313431807,0.06058133679452686,0.10735216830437225,0.5772513014225652,616.4327092234146,0.8424164742988764,1.8417688773389165,0.01118005859445884,0.01118005859445884,27.14944761848635,3.469446951953614e-18,3.469446951953614e-18,29.56901725743323
107,20.0,0.0780610368669752,11.873009385557573,0.6425005912634193,628.3835395371108,0.08306582826789742,0.10064585302506161,0.011180058594458843,0.8643399303696342,1.8036913725484323,0.07306706758864641,0.03103041247291948,12.288256745094305,0.03869862900194078,0.06246731547567035,0.33348221709442477,376.3543811630077,0.4975992258903405,1.0704062380940869,0.01118005859445884,0.01118005859445884,11.967435145276529,3.469446951953614e-18,3.469446951953614e-18,12.397063499913118
107,30.0,0.07445791360268506,4.139364831179009,0.36181439467109233,318.3147459327079,0.07604907327734362,0.08200752277969459,0.011180058594458843,0.4713181268734209,0.9696030826300245,0.07468272607930837,0.018097839326873214,4.253601614665785,0.021628705915505867,0.03374689142399541,0.1658201008040674,186.36634997049995,0.24806655677739678,0.5523300311636524,0.01118005859445884,0.01118005859445884,4.132022151176373,3.469446951953614e-18,3.469446951953614e-18,4.357917596804152
107,40.0,0.0742747239633571,2.026333689084458,0.2627569768667463,205.18579451660128,0.07477096509930112,0.0776884341920378,0.011180058594458843,0.333540668416974,0.6436329143696222,0.07554076610372078,0.012836623648356115,2.1486554991854794,0.015089477538323027,0.022655762366616546,0.11137887598635916,119.20948162587831,0.15875359931123867,0.33624604499219596,0.01118005859445884,0.01118005859445884,2.023913624931447,3.469446951953614e-18,3.469446951953614e-18,2.0670903566175425
